text,label,repo,file,issue_type,notes
"Analyze this vulnerable_pattern: <?php

if( isset( $_POST[ 'Submit' ]  ) ) {
	// Get input
	$id = $_POST[ 'id' ];
	$exists = false;",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_POST[ 'Submit' ]  ) ) {
	// Get input
	$id = $_POST[ 'id' ];
	$exists = false;

	switch ($_DVWA['SQLI_DB']) {",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Check database
			$query  = ""SELECT first_name, last_name FROM users WHERE user_id = $id;"";
			try {
				$result = mysqli_query($GLOBALS[""___mysqli_ston""],  $query ); // Removed 'or die' to suppress mysql errors
			} catch (Exception $e) {
				print ""There was an error."";
				exit;",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

if( isset( $_GET[ 'Submit' ] ) ) {
	// Check Anti-CSRF token
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );
	$exists = false;",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_GET[ 'Submit' ] ) ) {
	// Check Anti-CSRF token
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );
	$exists = false;

	// Get input",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $exists = false;

	// Get input
	$id = $_GET[ 'id' ];

	// Was a number entered?
	if(is_numeric( $id )) {",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

if( isset( $_GET[ 'Submit' ] ) ) {
	// Get input
	$id = $_GET[ 'id' ];
	$exists = false;",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_GET[ 'Submit' ] ) ) {
	// Get input
	$id = $_GET[ 'id' ];
	$exists = false;

	switch ($_DVWA['SQLI_DB']) {",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Check database
			$query  = ""SELECT first_name, last_name FROM users WHERE user_id = '$id';"";
			try {
				$result = mysqli_query($GLOBALS[""___mysqli_ston""],  $query ); // Removed 'or die' to suppress mysql errors
			} catch (Exception $e) {
				print ""There was an error."";
				exit;",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Check database
			$query  = ""SELECT first_name, last_name FROM users WHERE user_id = '$id' LIMIT 1;"";
			try {
				$result = mysqli_query($GLOBALS[""___mysqli_ston""],  $query ); // Removed 'or die' to suppress mysql errors
			} catch (Exception $e) {
				$result = false;
			}",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: dvwaDatabaseConnect();
$login_state = """";

if( isset( $_POST[ 'Login' ] ) ) {

	$user = $_POST[ 'username' ];
	$user = stripslashes( $user );",VULNERABLE_LOGIC,DVWA,test_credentials.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_POST[ 'Login' ] ) ) {

	$user = $_POST[ 'username' ];
	$user = stripslashes( $user );
	$user = mysqli_real_escape_string($GLOBALS[""___mysqli_ston""], $user);",VULNERABLE_LOGIC,DVWA,test_credentials.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $user = stripslashes( $user );
	$user = mysqli_real_escape_string($GLOBALS[""___mysqli_ston""], $user);

	$pass = $_POST[ 'password' ];
	$pass = stripslashes( $pass );
	$pass = mysqli_real_escape_string($GLOBALS[""___mysqli_ston""], $pass);
	$pass = md5( $pass );",VULNERABLE_LOGIC,DVWA,test_credentials.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $pass = $_POST[ 'password' ];
	$pass = stripslashes( $pass );
	$pass = mysqli_real_escape_string($GLOBALS[""___mysqli_ston""], $pass);
	$pass = md5( $pass );

	$query  = ""SELECT * FROM `users` WHERE user='$user' AND password='$pass';"";
	$result = @mysqli_query($GLOBALS[""___mysqli_ston""], $query) or die( '<pre>'.  mysqli_connect_error() . '.<br />Try <a href=""setup.php"">installing again</a>.</pre>' )",VULNERABLE_LOGIC,DVWA,test_credentials.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $pass = md5( $pass );

	$query  = ""SELECT * FROM `users` WHERE user='$user' AND password='$pass';"";
	$result = @mysqli_query($GLOBALS[""___mysqli_ston""], $query) or die( '<pre>'.  mysqli_connect_error() . '.<br />Try <a href=""setup.php"">installing again</a>.</pre>' );
	if( $result && mysqli_num_rows( $result ) == 1 ) {    // Login Successful...
		$login_state = ""<h3 class=\""loginSuccess\"">Valid pas",VULNERABLE_LOGIC,DVWA,test_credentials.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

if( isset( $_GET[ 'Change' ] ) ) {
	// Checks to see where the request came from
	if( stripos( $_SERVER[ 'HTTP_REFERER' ] ,$_SERVER[ 'SERVER_NAME' ]) !== false ) {
		// Get input",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Checks to see where the request came from
	if( stripos( $_SERVER[ 'HTTP_REFERER' ] ,$_SERVER[ 'SERVER_NAME' ]) !== false ) {
		// Get input
		$pass_new  = $_GET[ 'password_new' ];
		$pass_conf = $_GET[ 'password_conf' ];

		// Do the passwords match?",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( stripos( $_SERVER[ 'HTTP_REFERER' ] ,$_SERVER[ 'SERVER_NAME' ]) !== false ) {
		// Get input
		$pass_new  = $_GET[ 'password_new' ];
		$pass_conf = $_GET[ 'password_conf' ];

		// Do the passwords match?
		if( $pass_new == $pass_conf ) {",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( $pass_new == $pass_conf ) {
			// They do!
			$pass_new = ((isset($GLOBALS[""___mysqli_ston""]) && is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_real_escape_string($GLOBALS[""___mysqli_ston""],  $pass_new ) : ((trigger_error(""[MySQLConverterToo] Fix the mysql_escape_string() call! This code does not work."", E_USER_ERROR)) ? """" : """"));
			$pass_new = md5( $pass_new );

			// Update the database
	",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Update the database
			$current_user = dvwaCurrentUser();
			$insert = ""UPDATE `users` SET password = '$pass_new' WHERE user = '"" . $current_user . ""';"";
			$result = mysqli_query($GLOBALS[""___mysqli_ston""],  $insert ) or die( '<pre>' . ((is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_error($GLOBALS[""___mysqli_ston""]) : (($___mysqli_res = mysqli_connect_error()) ? $___mysqli_res : false)) . '<",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

if( isset( $_GET[ 'Change' ] ) ) {
	// Check Anti-CSRF token
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_GET[ 'Change' ] ) ) {
	// Check Anti-CSRF token
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );

	// Get input
	$pass_curr = $_GET[ 'password_current' ];",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );

	// Get input
	$pass_curr = $_GET[ 'password_current' ];
	$pass_new  = $_GET[ 'password_new' ];
	$pass_conf = $_GET[ 'password_conf' ];",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Get input
	$pass_curr = $_GET[ 'password_current' ];
	$pass_new  = $_GET[ 'password_new' ];
	$pass_conf = $_GET[ 'password_conf' ];

	// Sanitise current password input",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Get input
	$pass_curr = $_GET[ 'password_current' ];
	$pass_new  = $_GET[ 'password_new' ];
	$pass_conf = $_GET[ 'password_conf' ];

	// Sanitise current password input
	$pass_curr = stripslashes( $pass_curr );",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Sanitise current password input
	$pass_curr = stripslashes( $pass_curr );
	$pass_curr = ((isset($GLOBALS[""___mysqli_ston""]) && is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_real_escape_string($GLOBALS[""___mysqli_ston""],  $pass_curr ) : ((trigger_error(""[MySQLConverterToo] Fix the mysql_escape_string() call! This code does not work."", E_USER_ERROR)) ? """" : """"));
	$pass_curr = md5( $pass_curr )",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // It does!
		$pass_new = stripslashes( $pass_new );
		$pass_new = ((isset($GLOBALS[""___mysqli_ston""]) && is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_real_escape_string($GLOBALS[""___mysqli_ston""],  $pass_new ) : ((trigger_error(""[MySQLConverterToo] Fix the mysql_escape_string() call! This code does not work."", E_USER_ERROR)) ? """" : """"));
		$pass_new = md5( $pass_new );

		// Update database wi",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

if( isset( $_GET[ 'Change' ] ) ) {
	// Get input
	$pass_new  = $_GET[ 'password_new' ];
	$pass_conf = $_GET[ 'password_conf' ];",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_GET[ 'Change' ] ) ) {
	// Get input
	$pass_new  = $_GET[ 'password_new' ];
	$pass_conf = $_GET[ 'password_conf' ];

	// Do the passwords match?",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_GET[ 'Change' ] ) ) {
	// Get input
	$pass_new  = $_GET[ 'password_new' ];
	$pass_conf = $_GET[ 'password_conf' ];

	// Do the passwords match?
	if( $pass_new == $pass_conf ) {",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( $pass_new == $pass_conf ) {
		// They do!
		$pass_new = ((isset($GLOBALS[""___mysqli_ston""]) && is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_real_escape_string($GLOBALS[""___mysqli_ston""],  $pass_new ) : ((trigger_error(""[MySQLConverterToo] Fix the mysql_escape_string() call! This code does not work."", E_USER_ERROR)) ? """" : """"));
		$pass_new = md5( $pass_new );

		// Update the database
		$cu",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Update the database
		$current_user = dvwaCurrentUser();
		$insert = ""UPDATE `users` SET password = '$pass_new' WHERE user = '"" . $current_user . ""';"";
		$result = mysqli_query($GLOBALS[""___mysqli_ston""],  $insert ) or die( '<pre>' . ((is_object($GLOBALS[""___mysqli_ston""])) ? mysqli_error($GLOBALS[""___mysqli_ston""]) : (($___mysqli_res = mysqli_connect_error()) ? $___mysqli_res : false)) . '</pr",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: array_key_exists(""password_new"", $_REQUEST) &&
		array_key_exists(""password_conf"", $_REQUEST) &&
		array_key_exists(""Change"", $_REQUEST)) {
		$token = $_REQUEST[""user_token""];
		$pass_new = $_REQUEST[""password_new""];
		$pass_conf = $_REQUEST[""password_conf""];
		$change = true;",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: array_key_exists(""password_conf"", $_REQUEST) &&
		array_key_exists(""Change"", $_REQUEST)) {
		$token = $_REQUEST[""user_token""];
		$pass_new = $_REQUEST[""password_new""];
		$pass_conf = $_REQUEST[""password_conf""];
		$change = true;
	}",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: array_key_exists(""Change"", $_REQUEST)) {
		$token = $_REQUEST[""user_token""];
		$pass_new = $_REQUEST[""password_new""];
		$pass_conf = $_REQUEST[""password_conf""];
		$change = true;
	}
}",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( $pass_new == $pass_conf ) {
		// They do!
		$pass_new = mysqli_real_escape_string ($GLOBALS[""___mysqli_ston""], $pass_new);
		$pass_new = md5( $pass_new );

		// Update the database
		$current_user = dvwaCurrentUser();",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Update the database
		$current_user = dvwaCurrentUser();
		$insert = ""UPDATE `users` SET password = '"" . $pass_new . ""' WHERE user = '"" . $current_user . ""';"";
		$result = mysqli_query($GLOBALS[""___mysqli_ston""],  $insert );

		// Feedback for the user
		$return_message = ""Password Changed."";",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: $_SESSION['last_session_id_high'] = 0;
	}
	$_SESSION['last_session_id_high']++;
	$cookie_value = md5($_SESSION['last_session_id_high']);
	setcookie(""dvwaSession"", $cookie_value, time()+3600, ""/vulnerabilities/weak_id/"", $_SERVER['HTTP_HOST'], false, false);
}",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

// Is there any input?
if ( array_key_exists( ""default"", $_GET ) && !is_null ($_GET[ 'default' ]) ) {
	$default = $_GET['default'];
	
	# Do not allow script tags",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: // Is there any input?
if ( array_key_exists( ""default"", $_GET ) && !is_null ($_GET[ 'default' ]) ) {
	$default = $_GET['default'];
	
	# Do not allow script tags
	if (stripos ($default, ""<script"") !== false) {",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

// Is there any input?
if ( array_key_exists( ""default"", $_GET ) && !is_null ($_GET[ 'default' ]) ) {

	# White list the allowable languages
	switch ($_GET['default']) {",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if ( array_key_exists( ""default"", $_GET ) && !is_null ($_GET[ 'default' ]) ) {

	# White list the allowable languages
	switch ($_GET['default']) {
		case ""French"":
		case ""English"":
		case ""German"":",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: function solveSum(obj) {
	if (""answer"" in obj) {
		document.getElementById(""answer"").innerHTML = obj['answer'];
	}
}",VULNERABLE_LOGIC,DVWA,high.js,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: ?>
<?php
if (isset ($_POST['include'])) {
$page[ 'body' ] .= ""
	"" . $_POST['include'] . ""
"";",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php
if (isset ($_POST['include'])) {
$page[ 'body' ] .= ""
	"" . $_POST['include'] . ""
"";
}
$page[ 'body' ] .= '",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: header(""Content-Type: application/json; charset=UTF-8"");

if (array_key_exists (""callback"", $_GET)) {
	$callback = $_GET['callback'];
} else {
	return """";
}",VULNERABLE_LOGIC,DVWA,jsonp.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: ?>
<?php
if (isset ($_POST['include'])) {
$page[ 'body' ] .= ""
	<script src='"" . $_POST['include'] . ""'></script>
"";",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php
if (isset ($_POST['include'])) {
$page[ 'body' ] .= ""
	<script src='"" . $_POST['include'] . ""'></script>
"";
}
$page[ 'body' ] .= '",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

if( isset( $_POST[ 'Submit' ]  ) ) {
	// Get input
	$target = $_REQUEST[ 'ip' ];",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_POST[ 'Submit' ]  ) ) {
	// Get input
	$target = $_REQUEST[ 'ip' ];

	// Set blacklist
	$substitutions = array(",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

if( isset( $_POST[ 'Submit' ]  ) ) {
	// Check Anti-CSRF token
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_POST[ 'Submit' ]  ) ) {
	// Check Anti-CSRF token
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );

	// Get input
	$target = $_REQUEST[ 'ip' ];",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );

	// Get input
	$target = $_REQUEST[ 'ip' ];
	$target = stripslashes( $target );

	// Split the IP into 4 octects",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_POST[ 'Submit' ]  ) ) {
	// Get input
	$target = $_REQUEST[ 'ip' ];

	// Determine OS and execute the ping command.
	if( stristr( php_uname( 's' ), 'Windows NT' ) ) {",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

if( isset( $_POST[ 'Submit' ]  ) ) {
	// Get input
	$target = trim($_REQUEST[ 'ip' ]);",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_POST[ 'Submit' ]  ) ) {
	// Get input
	$target = trim($_REQUEST[ 'ip' ]);

	// Set blacklist
	$substitutions = array(",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: var name_input = document.getElementById ('name');

			if (user_json.name == '') {
				user_info.innerHTML = 'User details: unknown user';
				name_input.value = 'unknown';
			} else {
				var level = 'unknown';",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: } else {
					level = 'user';
				}
				user_info.innerHTML = 'User details: ' + user_json.name + ' (' + level + ')';
				name_input.value = user_json.name;
			}
		}",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: var name_input = document.getElementById ('name');

		if (user_json.name == '') {
			user_info.innerHTML = 'User details: unknown user';
			name_input.value = 'unknown';
		} else {
			if (user_json.level == 0) {",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: } else {
				level = 'user';
			}
			user_info.innerHTML = 'User details: ' + user_json.name + ' (' + level + ')';
			name_input.value = user_json.name;
		}",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this hardcoded_secret: public function __construct($requestMethod, $version, $userId) {
		$this->data = array (
			1 => new User (1, ""tony"", 0, '1c8bfe8f801d79745c4631d09fff36c82aa37fc4cce4fc946683d7b336b63032'),
			2 => new User (2, ""morph"", 1, 'e5326ba4359f77c2623244acb04f6ac35c4dfca330ebcccdf9b734e5b1df90a8'),
			3 => new User (3, ""chas"", 1, 'a89237fc1f9dd8d424d8b8b98b890dbc4a817bfde59af17c39debcc4a14c21de'),
		);",REAL_SECRET,DVWA,UserController.php,hardcoded_secret,confirmed secret pattern — VULNERABLE_LOGIC repo
"Analyze this hardcoded_secret: public function __construct($requestMethod, $version, $userId) {
		$this->data = array (
			1 => new User (1, ""tony"", 0, '1c8bfe8f801d79745c4631d09fff36c82aa37fc4cce4fc946683d7b336b63032'),
			2 => new User (2, ""morph"", 1, 'e5326ba4359f77c2623244acb04f6ac35c4dfca330ebcccdf9b734e5b1df90a8'),
			3 => new User (3, ""chas"", 1, 'a89237fc1f9dd8d424d8b8b98b890dbc4a817bfde59af17c39debcc4a14c21de'),
		);
		",REAL_SECRET,DVWA,UserController.php,hardcoded_secret,confirmed secret pattern — VULNERABLE_LOGIC repo
"Analyze this hardcoded_secret: $this->data = array (
			1 => new User (1, ""tony"", 0, '1c8bfe8f801d79745c4631d09fff36c82aa37fc4cce4fc946683d7b336b63032'),
			2 => new User (2, ""morph"", 1, 'e5326ba4359f77c2623244acb04f6ac35c4dfca330ebcccdf9b734e5b1df90a8'),
			3 => new User (3, ""chas"", 1, 'a89237fc1f9dd8d424d8b8b98b890dbc4a817bfde59af17c39debcc4a14c21de'),
		);
		$this->requestMethod = $requestMethod;
		$this->userId = $userId;",REAL_SECRET,DVWA,UserController.php,hardcoded_secret,confirmed secret pattern — VULNERABLE_LOGIC repo
"Analyze this hardcoded_secret: #[OAT\Post(
		tags: [""health""],
        path: '/vulnerabilities/api/v2/health/connectivity',
        operationId: 'checkConnectivity',
		description: 'The server occasionally loses connectivity to other systems and so this can be used to check connectivity status.',
        parameters: [",REAL_SECRET,DVWA,HealthController.php,hardcoded_secret,confirmed secret pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

// The page we wish to display
$file = $_GET[ 'page' ];

// Input validation
$file = str_replace( array( ""http://"", ""https://"" ), """", $file );",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

// The page we wish to display
$file = $_GET[ 'page' ];

// Only allow include.php or file{1..3}.php
$configFileNames = [",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

// The page we wish to display
$file = $_GET[ 'page' ];

?>",VULNERABLE_LOGIC,DVWA,low.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

// The page we wish to display
$file = $_GET[ 'page' ];

// Input validation
if( !fnmatch( ""file*"", $file ) && $file != ""include.php"" ) {",VULNERABLE_LOGIC,DVWA,high.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if ($_SERVER['REQUEST_METHOD'] == ""POST"") {
	if (array_key_exists (""phrase"", $_POST) && array_key_exists (""token"", $_POST)) {

		$phrase = $_POST['phrase'];
		$token = $_POST['token'];

		if ($phrase == ""success"") {",VULNERABLE_LOGIC,DVWA,index.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if (array_key_exists (""phrase"", $_POST) && array_key_exists (""token"", $_POST)) {

		$phrase = $_POST['phrase'];
		$token = $_POST['token'];

		if ($phrase == ""success"") {
			switch( dvwaSecurityLevelGet() ) {",VULNERABLE_LOGIC,DVWA,index.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if ($phrase == ""success"") {
			switch( dvwaSecurityLevelGet() ) {
				case 'low':
					if ($token == md5(str_rot13(""success""))) {
						$message = ""<p style='color:red'>Well done!</p>"";
					} else {
						$message = ""<p>Invalid token.</p>"";",VULNERABLE_LOGIC,DVWA,index.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

if( isset( $_POST[ 'Upload' ] ) ) {
	// Where are we going to be writing to?
	$target_path  = DVWA_WEB_PAGE_TO_ROOT . ""hackable/uploads/"";
	$target_path .= basename( $_FILES[ 'uploaded' ][ 'name' ] );",VULNERABLE_LOGIC,DVWA,medium.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: <?php

if( isset( $_POST[ 'Upload' ] ) ) {
	// Check Anti-CSRF token
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: if( isset( $_POST[ 'Upload' ] ) ) {
	// Check Anti-CSRF token
	checkToken( $_REQUEST[ 'user_token' ], $_SESSION[ 'session_token' ], 'index.php' );

	// File information
	$uploaded_name = $_FILES[ 'uploaded' ][ 'name' ];",VULNERABLE_LOGIC,DVWA,impossible.php,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
"Analyze this vulnerable_pattern: from html import escape

logging.basicConfig(stream=sys.stdout, level=logging.INFO, format='%(asctime)s - %(levelname)s - %(message)s')
webshell = ('<% Process p = Runtime.getRuntime().exec(request.getParameter(""cmd"")); '
            'out.println(org.apache.commons.io.IOUtils.toString(p.getInputStream(), ""utf-8"")); %>')
original_template = r'''<?xml version=""1.0"" encoding=""UTF-8""?>
<Configuration>",VULNERABLE_LOGIC,vulhub,poc.py,vulnerable_pattern,vuln pattern — VULNERABLE_LOGIC repo
